FM: initial setting 0
 pre 
((2.5751, 2.54039, 2.5739, 2.59466, 2.58874, 2.63475, 2.56907, 2.55951, 2.60994, 2.60666, 2.58624, 2.5881, 2.56647, 2.62137, 2.53587, 2.55064, 2.58863, 2.59679, 2.56597, 2.5891, 2.57314, 2.57166, 2.56182, 2.58662, 2.57986, 2.57489, 2.59803, 2.50894, 2.52326, 2.59605, 2.56226, 2.53556, 2.54694, 2.62712, 2.57973, 2.57065, 2.52767, 2.57568, 2.63155, 2.53842, 2.53353, 2.60642, 2.47471, 2.5965, 2.55264, 2.56428, 2.57265, 2.5583, 2.5666, 2.54776, 2.58091, 2.60587, 2.55471, 2.51128, 2.55581, 2.56955, 2.54644, 2.56464, 2.56989, 2.53253, 2.61274, 2.57415, 2.55608, 2.57321, 2.55452, 2.54216, 2.53894, 2.57545, 2.54826, 2.57645, 2.51501, 2.56649, 2.5605, 2.5607, 2.54945, 2.55302, 2.56743, 2.56671, 2.51317, 2.5416, 2.57224, 2.58497, 2.60076, 2.54074, 2.54766, 2.56855, 2.56788, 2.5614, 2.51716, 2.53353, 2.5551, 2.54456, 2.52443, 2.57199, 2.58027, 2.52996, 2.6063, 2.53584, 2.54479, 2.52659)
(2.4588, 2.4236, 2.45735, 2.47798, 2.47192, 2.51606, 2.45186, 2.44602, 2.4936, 2.48944, 2.47243, 2.4712, 2.45085, 2.50326, 2.42069, 2.43598, 2.47094, 2.48107, 2.45063, 2.47171, 2.45804, 2.45802, 2.44563, 2.46896, 2.4644, 2.52126, 2.54318, 2.45826, 2.47246, 2.54249, 2.50967, 2.48168, 2.49515, 2.57251, 2.52741, 2.51572, 2.47709, 2.52286, 2.57543, 2.48262, 2.47878, 2.55183, 2.42378, 2.54165, 2.49997, 2.5115, 2.51995, 2.50605, 2.51303, 2.49635, 2.52971, 2.5535, 2.50096, 2.45711, 2.50385, 2.51888, 2.49161, 2.51187, 2.51439, 2.47872, 2.55906, 2.52197, 2.50115, 2.51945, 2.50049, 2.48824, 2.48531, 2.52236, 2.49731, 2.52378, 2.46109, 2.51446, 2.50761, 2.50687, 2.49523, 2.43434, 2.45082, 2.45146, 2.39586, 2.42483, 2.45862, 2.46956, 2.4846, 2.42199, 2.43256, 2.45613, 2.45223, 2.44273, 2.39882, 2.41801, 2.43932, 2.42495, 2.40703, 2.45722, 2.46386, 2.41121, 2.49011, 2.41857, 2.42835, 2.40768)
(2.53817, 2.50332, 2.5369, 2.55762, 2.55165, 2.5971, 2.53187, 2.52345, 2.573, 2.56945, 2.55008, 2.55099, 2.52976, 2.58389, 2.49929, 2.51422, 2.55128, 2.56004, 2.52934, 2.55184, 2.53659, 2.53555, 2.52493, 2.54928, 2.54319, 2.55713, 2.5799, 2.49209, 2.50637, 2.57831, 2.54482, 2.51773, 2.52974, 2.60907, 2.56237, 2.5525, 2.51085, 2.55817, 2.61304, 2.52, 2.51543, 2.58837, 2.45778, 2.57838, 2.53518, 2.54679, 2.55518, 2.54097, 2.54887, 2.53068, 2.5639, 2.5885, 2.53692, 2.49336, 2.53856, 2.5527, 2.52832, 2.54715, 2.55156, 2.51472, 2.59497, 2.55684, 2.53793, 2.55541, 2.53664, 2.52431, 2.52118, 2.55786, 2.53132, 2.55899, 2.49717, 2.54922, 2.54297, 2.54289, 2.53151, 2.51537, 2.53041, 2.53011, 2.47594, 2.50453, 2.53614, 2.54832, 2.56388, 2.50307, 2.5111, 2.53281, 2.53115, 2.52375, 2.47961, 2.49684, 2.51834, 2.50662, 2.48717, 2.53553, 2.54331, 2.49229, 2.56941, 2.49862, 2.50782, 2.48887)
(2.52, 2.48498, 2.51864, 2.53932, 2.53331, 2.57811, 2.51338, 2.50623, 2.55482, 2.55097, 2.53275, 2.53261, 2.51182, 2.5651, 2.4815, 2.4966, 2.53263, 2.54207, 2.5115, 2.5333, 2.51882, 2.51828, 2.5068, 2.53064, 2.52531, 2.56031, 2.58266, 2.49627, 2.51051, 2.58152, 2.54836, 2.52083, 2.53355, 2.61191, 2.566, 2.55523, 2.51507, 2.56162, 2.61536, 2.52244, 2.51823, 2.59122, 2.46188, 2.58114, 2.53868, 2.55025, 2.55868, 2.54462, 2.55206, 2.53462, 2.5679, 2.59211, 2.54006, 2.49635, 2.54231, 2.55689, 2.53109, 2.55062, 2.55411, 2.51783, 2.59813, 2.56051, 2.54066, 2.55855, 2.53969, 2.52739, 2.52436, 2.56123, 2.53542, 2.56249, 2.50024, 2.55295, 2.5464, 2.546, 2.53449, 2.49638, 2.51213, 2.51229, 2.45742, 2.4862, 2.51888, 2.53045, 2.54575, 2.48406, 2.49334, 2.51596, 2.5132, 2.50477, 2.46074, 2.47893, 2.50034, 2.48732, 2.46862, 2.51788, 2.5251, 2.47328, 2.55127, 2.48012, 2.4896, 2.46981)
(2.62303, 2.5887, 2.62203, 2.64288, 2.63707, 2.68454, 2.61771, 2.60526, 2.6579, 2.65531, 2.63224, 2.6365, 2.61388, 2.6707, 2.58293, 2.5973, 2.63765, 2.64426, 2.61316, 2.63787, 2.62014, 2.61752, 2.60967, 2.6356, 2.62713, 2.57411, 2.5982, 2.50585, 2.52028, 2.59521, 2.56067, 2.53497, 2.54472, 2.62709, 2.57792, 2.57088, 2.52451, 2.57427, 2.63271, 2.53932, 2.53361, 2.60639, 2.47183, 2.59667, 2.5511, 2.56283, 2.57115, 2.55644, 2.56578, 2.54524, 2.57824, 2.6041, 2.55403, 2.51092, 2.55372, 2.56647, 2.54658, 2.5632, 2.57055, 2.53189, 2.61199, 2.57224, 2.55631, 2.57253, 2.55404, 2.5416, 2.53816, 2.57425, 2.54539, 2.57491, 2.51446, 2.56446, 2.55913, 2.56008, 2.54912, 2.60279, 2.6156, 2.61382, 2.56189, 2.58989, 2.61809, 2.63221, 2.64858, 2.59058, 2.59466, 2.61347, 2.6153, 2.61117, 2.56667, 2.58085, 2.60264, 2.59507, 2.57322, 2.61873, 2.62828, 2.57979, 2.65414, 2.58453, 2.59282, 2.57655)
(2.53099, 2.49617, 2.52973, 2.55046, 2.54451, 2.59011, 2.52476, 2.51602, 2.56582, 2.56234, 2.54268, 2.54385, 2.52251, 2.57686, 2.49201, 2.50689, 2.54421, 2.5528, 2.52207, 2.54474, 2.5293, 2.52814, 2.51774, 2.5422, 2.53593, 2.5447, 2.56757, 2.4794, 2.4937, 2.56587, 2.5323, 2.50532, 2.51715, 2.59671, 2.54982, 2.54017, 2.49816, 2.54567, 2.60081, 2.50775, 2.50309, 2.57602, 2.44512, 2.56604, 2.52266, 2.53428, 2.54267, 2.52841, 2.53642, 2.51806, 2.55126, 2.57595, 2.52449, 2.48097, 2.52598, 2.54002, 2.51598, 2.53464, 2.53928, 2.5023, 2.58254, 2.54428, 2.5256, 2.54299, 2.52424, 2.5119, 2.50875, 2.54538, 2.51866, 2.54647, 2.48475, 2.53665, 2.53047, 2.53047, 2.51912, 2.50838, 2.52325, 2.52283, 2.46884, 2.49738, 2.52872, 2.54106, 2.55668, 2.49609, 2.50382, 2.5253, 2.52391, 2.51676, 2.47259, 2.48959, 2.51111, 2.49971, 2.48008, 2.52822, 2.53613, 2.4853, 2.56221, 2.49151, 2.50065, 2.4819)
(2.44176, 2.40642, 2.44024, 2.46083, 2.45473, 2.49832, 2.43455, 2.4298, 2.47655, 2.47213, 2.45612, 2.45398, 2.43401, 2.4857, 2.40398, 2.41942, 2.45349, 2.4642, 2.43387, 2.45435, 2.44136, 2.44176, 2.42862, 2.45152, 2.44761, 2.52252, 2.54408, 2.46039, 2.47454, 2.54377, 2.51124, 2.48287, 2.49695, 2.57349, 2.52906, 2.5166, 2.47925, 2.52436, 2.57596, 2.48325, 2.47972, 2.55281, 2.42583, 2.54256, 2.50152, 2.51301, 2.52148, 2.50772, 2.5143, 2.49826, 2.53168, 2.55513, 2.50219, 2.45821, 2.5056, 2.52101, 2.49253, 2.51338, 2.51511, 2.47992, 2.56031, 2.52366, 2.50203, 2.52067, 2.50164, 2.48941, 2.48657, 2.52378, 2.49936, 2.52532, 2.46226, 2.51619, 2.5091, 2.50808, 2.49632, 2.41661, 2.43369, 2.43472, 2.37853, 2.40765, 2.44236, 2.45278, 2.4676, 2.40424, 2.41588, 2.44022, 2.43538, 2.425, 2.38119, 2.40119, 2.42243, 2.40694, 2.38967, 2.44062, 2.44679, 2.39346, 2.4731, 2.40125, 2.41127, 2.38988)
(2.51477, 2.47974, 2.51341, 2.53408, 2.52807, 2.57286, 2.50814, 2.50101, 2.54958, 2.54572, 2.52754, 2.52737, 2.50659, 2.55986, 2.47627, 2.49138, 2.52739, 2.53684, 2.50627, 2.52805, 2.5136, 2.51307, 2.50156, 2.52539, 2.52008, 2.55554, 2.57788, 2.49152, 2.50576, 2.57675, 2.54359, 2.51605, 2.52879, 2.60713, 2.56124, 2.55045, 2.51032, 2.55686, 2.61057, 2.51765, 2.51345, 2.58644, 2.45713, 2.57636, 2.53392, 2.54549, 2.55391, 2.53986, 2.54729, 2.52986, 2.56315, 2.58734, 2.53529, 2.49158, 2.53755, 2.55214, 2.52631, 2.54585, 2.54932, 2.51306, 2.59336, 2.55575, 2.53588, 2.55377, 2.53491, 2.52262, 2.51959, 2.55646, 2.53066, 2.55773, 2.49547, 2.54819, 2.54164, 2.54122, 2.52971, 2.49113, 2.50689, 2.50706, 2.45218, 2.48096, 2.51366, 2.52522, 2.54052, 2.47881, 2.48812, 2.51076, 2.50797, 2.49952, 2.45549, 2.47371, 2.49511, 2.48206, 2.46338, 2.51266, 2.51986, 2.46803, 2.54604, 2.47487, 2.48437, 2.46455)
(2.51811, 2.48313, 2.51677, 2.53746, 2.53146, 2.57645, 2.51158, 2.50406, 2.55293, 2.54917, 2.53061, 2.53078, 2.50986, 2.56339, 2.47949, 2.49455, 2.53088, 2.54012, 2.50951, 2.53151, 2.51681, 2.51613, 2.50489, 2.52888, 2.52333, 2.55221, 2.57469, 2.48788, 2.50213, 2.57341, 2.54015, 2.51275, 2.52527, 2.60391, 2.55777, 2.54726, 2.50667, 2.55345, 2.60751, 2.51456, 2.51024, 2.58322, 2.45352, 2.57316, 2.53049, 2.54207, 2.55049, 2.53638, 2.54396, 2.5263, 2.55956, 2.58388, 2.53197, 2.48831, 2.53404, 2.5485, 2.52311, 2.54243, 2.54619, 2.50975, 2.59004, 2.55227, 2.53269, 2.55046, 2.53163, 2.51932, 2.51626, 2.55307, 2.52705, 2.5543, 2.49217, 2.54469, 2.53823, 2.53792, 2.52645, 2.49473, 2.51027, 2.51029, 2.45563, 2.48435, 2.51672, 2.52847, 2.54385, 2.48241, 2.49133, 2.51369, 2.51124, 2.50311, 2.45905, 2.47697, 2.4984, 2.48576, 2.46684, 2.51584, 2.52322, 2.47163, 2.54937, 2.47832, 2.48772, 2.46817)
(2.56015, 2.52548, 2.55898, 2.57974, 2.57383, 2.62001, 2.5542, 2.54433, 2.595, 2.59179, 2.57108, 2.5732, 2.55147, 2.60658, 2.52083, 2.53556, 2.57381, 2.58179, 2.55095, 2.57424, 2.55809, 2.55649, 2.54687, 2.57179, 2.56484, 2.55464, 2.57788, 2.48843, 2.50277, 2.57579, 2.54192, 2.51533, 2.52653, 2.60695, 2.55936, 2.55051, 2.50716, 2.55536, 2.61151, 2.51835, 2.51337, 2.58625, 2.45423, 2.57635, 2.5323, 2.54396, 2.55232, 2.53793, 2.54635, 2.52732, 2.56045, 2.58551, 2.53447, 2.49108, 2.53541, 2.54905, 2.52629, 2.54432, 2.54979, 2.5123, 2.59249, 2.55378, 2.53594, 2.55297, 2.5343, 2.52193, 2.51869, 2.55516, 2.52778, 2.55611, 2.49478, 2.5461, 2.54018, 2.54047, 2.52925, 2.53827, 2.55251, 2.55167, 2.49831, 2.52669, 2.55707, 2.56995, 2.5858, 2.526, 2.53261, 2.55328, 2.55287, 2.54666, 2.50238, 2.51852, 2.54012, 2.5299, 2.50958, 2.55691, 2.56533, 2.51522, 2.59134, 2.52098, 2.52985, 2.51187)
(2.55919, 2.52453, 2.55802, 2.57879, 2.57288, 2.6191, 2.55326, 2.5433, 2.59403, 2.59085, 2.57006, 2.57225, 2.55049, 2.60565, 2.51984, 2.53456, 2.57287, 2.58081, 2.54996, 2.5733, 2.5571, 2.55547, 2.5459, 2.57085, 2.56386, 2.55231, 2.57559, 2.48605, 2.50039, 2.57346, 2.53958, 2.51302, 2.52416, 2.60465, 2.55701, 2.54821, 2.50477, 2.55302, 2.60924, 2.51608, 2.51107, 2.58395, 2.45185, 2.57406, 2.52996, 2.54161, 2.54998, 2.53558, 2.54402, 2.52495, 2.55808, 2.58316, 2.53215, 2.48877, 2.53305, 2.54667, 2.52399, 2.54198, 2.54751, 2.50998, 2.59017, 2.55142, 2.53364, 2.55065, 2.53198, 2.51961, 2.51636, 2.55282, 2.5254, 2.55377, 2.49247, 2.54375, 2.53784, 2.53815, 2.52694, 2.53736, 2.55155, 2.55069, 2.49737, 2.52574, 2.55604, 2.56897, 2.58483, 2.52509, 2.53162, 2.55223, 2.5519, 2.54574, 2.50146, 2.51754, 2.53914, 2.529, 2.50864, 2.55591, 2.56437, 2.51431, 2.59037, 2.52003, 2.52889, 2.51096)
(2.49454, 2.45974, 2.4933, 2.51403, 2.50808, 2.55374, 2.48834, 2.47948, 2.52937, 2.52593, 2.50615, 2.50742, 2.48604, 2.54047, 2.45552, 2.47039, 2.50781, 2.51634, 2.4856, 2.50833, 2.49281, 2.49161, 2.48128, 2.5058, 2.49946, 2.50623, 2.52914, 2.44084, 2.45514, 2.5274, 2.4938, 2.46686, 2.47863, 2.55827, 2.51132, 2.50174, 2.45959, 2.50717, 2.56242, 2.46935, 2.46466, 2.53758, 2.40657, 2.52761, 2.48416, 2.49578, 2.50417, 2.4899, 2.49795, 2.47952, 2.51271, 2.53745, 2.48603, 2.44252, 2.48746, 2.50146, 2.47755, 2.49615, 2.50087, 2.46384, 2.54407, 2.50577, 2.48717, 2.50452, 2.48578, 2.47344, 2.47028, 2.5069, 2.48011, 2.50797, 2.4463, 2.49813, 2.49198, 2.49201, 2.48068, 2.47201, 2.48681, 2.48635, 2.43242, 2.46095, 2.49219, 2.50458, 2.52023, 2.45972, 2.46733, 2.48873, 2.48744, 2.48039, 2.43621, 2.45312, 2.47464, 2.46337, 2.44366, 2.49172, 2.49969, 2.44893, 2.52576, 2.4551, 2.4642, 2.44554)
(2.41831, 2.38284, 2.41672, 2.43728, 2.43114, 2.47424, 2.41086, 2.40709, 2.45309, 2.44843, 2.43333, 2.43037, 2.41074, 2.46177, 2.38083, 2.3964, 2.42967, 2.44091, 2.41068, 2.43061, 2.41822, 2.41902, 2.4052, 2.42771, 2.42439, 2.51573, 2.53697, 2.45439, 2.46851, 2.53701, 2.50473, 2.47602, 2.49065, 2.56645, 2.52262, 2.50947, 2.47328, 2.51779, 2.56851, 2.47589, 2.47264, 2.54577, 2.41977, 2.53545, 2.49499, 2.50645, 2.51495, 2.5013, 2.50753, 2.49207, 2.52554, 2.54868, 2.49537, 2.45128, 2.49925, 2.51501, 2.48543, 2.50682, 2.50783, 2.47309, 2.55352, 2.51726, 2.4949, 2.51385, 2.49475, 2.48255, 2.47979, 2.51714, 2.49329, 2.51879, 2.4554, 2.50983, 2.50251, 2.50124, 2.48938, 2.39253, 2.41016, 2.41155, 2.35481, 2.38408, 2.41963, 2.42957, 2.44419, 2.38013, 2.39275, 2.4178, 2.41211, 2.40092, 2.35719, 2.37795, 2.39911, 2.38261, 2.36593, 2.41758, 2.42331, 2.36936, 2.44968, 2.37754, 2.38779, 2.36574)
(2.5179, 2.4828, 2.5165, 2.53716, 2.53112, 2.57561, 2.51113, 2.50459, 2.55271, 2.54871, 2.53106, 2.53041, 2.50983, 2.56271, 2.47958, 2.49477, 2.5303, 2.54006, 2.50956, 2.53102, 2.51692, 2.51663, 2.50471, 2.52832, 2.52335, 2.56858, 2.59073, 2.50503, 2.51925, 2.5898, 2.5568, 2.52905, 2.54212, 2.62002, 2.57448, 2.56329, 2.52384, 2.57003, 2.62322, 2.53035, 2.52632, 2.59933, 2.4706, 2.5892, 2.54711, 2.55866, 2.5671, 2.55311, 2.56034, 2.54325, 2.57657, 2.60058, 2.54831, 2.50453, 2.55085, 2.56565, 2.53916, 2.55903, 2.56207, 2.52607, 2.6064, 2.56902, 2.54871, 2.56679, 2.54789, 2.53561, 2.53263, 2.56958, 2.54413, 2.57092, 2.50846, 2.56148, 2.5548, 2.55423, 2.54266, 2.49389, 2.50998, 2.51036, 2.45516, 2.48402, 2.51722, 2.5285, 2.54368, 2.48156, 2.49144, 2.5145, 2.51121, 2.50228, 2.45831, 2.47696, 2.49832, 2.48467, 2.46634, 2.51603, 2.52298, 2.47078, 2.54919, 2.47786, 2.48748, 2.46728)
(2.51912, 2.48438, 2.51791, 2.53865, 2.53272, 2.57859, 2.51303, 2.50375, 2.55396, 2.55062, 2.53046, 2.53208, 2.51055, 2.56525, 2.47998, 2.49479, 2.53255, 2.54086, 2.51007, 2.53304, 2.51726, 2.51589, 2.50586, 2.53054, 2.52395, 2.52377, 2.54682, 2.45805, 2.47236, 2.54493, 2.51122, 2.48443, 2.49596, 2.57593, 2.52871, 2.51943, 2.47679, 2.52462, 2.58024, 2.48714, 2.48233, 2.55523, 2.4238, 2.54529, 2.50159, 2.51323, 2.52161, 2.50729, 2.51549, 2.49681, 2.52998, 2.55485, 2.50359, 2.46012, 2.50482, 2.51867, 2.49523, 2.51359, 2.51862, 2.4814, 2.56162, 2.52315, 2.50486, 2.52208, 2.50337, 2.49102, 2.48782, 2.52438, 2.49735, 2.5254, 2.46387, 2.5155, 2.50944, 2.50957, 2.49828, 2.49686, 2.51143, 2.51082, 2.45712, 2.48559, 2.51647, 2.52907, 2.5448, 2.48458, 2.49178, 2.51288, 2.51195, 2.50524, 2.46102, 2.47761, 2.49917, 2.48833, 2.46837, 2.51613, 2.52428, 2.47379, 2.55033, 2.47979, 2.4888, 2.47041)
(2.65289, 2.61861, 2.65192, 2.67278, 2.66698, 2.71464, 2.64767, 2.63485, 2.68777, 2.68526, 2.66186, 2.66642, 2.64367, 2.70074, 2.61268, 2.627, 2.66765, 2.67407, 2.64293, 2.66784, 2.64989, 2.64713, 2.63952, 2.6656, 2.65691, 2.59789, 2.6221, 2.52935, 2.54379, 2.61898, 2.58435, 2.55878, 2.56832, 2.65097, 2.60158, 2.59479, 2.548, 2.59797, 2.65674, 2.56332, 2.55751, 2.63026, 2.49535, 2.62057, 2.57479, 2.58653, 2.59484, 2.58009, 2.58956, 2.56881, 2.60179, 2.62776, 2.57782, 2.53476, 2.57734, 2.58997, 2.57048, 2.5869, 2.59451, 2.55569, 2.63578, 2.59588, 2.58022, 2.59633, 2.57786, 2.56541, 2.56194, 2.59798, 2.56891, 2.5986, 2.53827, 2.58809, 2.58284, 2.58388, 2.57296, 2.63288, 2.64549, 2.64359, 2.59185, 2.6198, 2.64769, 2.66199, 2.67843, 2.62068, 2.6244, 2.64296, 2.6451, 2.64127, 2.59673, 2.61064, 2.63245, 2.62525, 2.60319, 2.64844, 2.65815, 2.60989, 2.68399, 2.61449, 2.6227, 2.60667)
(2.4987, 2.46392, 2.49747, 2.51821, 2.51226, 2.55803, 2.49255, 2.48349, 2.53353, 2.53014, 2.51017, 2.51162, 2.49016, 2.54472, 2.45962, 2.47446, 2.51204, 2.52046, 2.4897, 2.51255, 2.4969, 2.49562, 2.48544, 2.51003, 2.50357, 2.50693, 2.52991, 2.44138, 2.45569, 2.5281, 2.49445, 2.46757, 2.47923, 2.55903, 2.51195, 2.50252, 2.46013, 2.50783, 2.56326, 2.47017, 2.46542, 2.53834, 2.40712, 2.52838, 2.48481, 2.49644, 2.50482, 2.49053, 2.49866, 2.4801, 2.51328, 2.53808, 2.48674, 2.44325, 2.48807, 2.502, 2.47832, 2.4968, 2.50168, 2.46455, 2.54478, 2.50639, 2.48795, 2.50524, 2.48651, 2.47416, 2.47098, 2.50757, 2.48066, 2.50862, 2.44702, 2.49875, 2.49264, 2.49272, 2.48141, 2.47629, 2.49098, 2.49045, 2.43663, 2.46513, 2.4962, 2.50869, 2.52438, 2.46401, 2.47142, 2.49267, 2.49156, 2.48468, 2.44048, 2.45723, 2.47877, 2.46771, 2.44788, 2.49579, 2.50385, 2.45323, 2.52991, 2.45931, 2.46837, 2.44984)
(2.49983, 2.46493, 2.49853, 2.51924, 2.51326, 2.55855, 2.49344, 2.48534, 2.53465, 2.53103, 2.51194, 2.51259, 2.49147, 2.54539, 2.46104, 2.47601, 2.51282, 2.52174, 2.49108, 2.5134, 2.49834, 2.49743, 2.48659, 2.51081, 2.50492, 2.5241, 2.54676, 2.4593, 2.47357, 2.54528, 2.51188, 2.48468, 2.49686, 2.57595, 2.52945, 2.51935, 2.47807, 2.5252, 2.57979, 2.48678, 2.4823, 2.55526, 2.42498, 2.54524, 2.50222, 2.51382, 2.52223, 2.50805, 2.51583, 2.49784, 2.53107, 2.55557, 2.50388, 2.46028, 2.50567, 2.51992, 2.49518, 2.51419, 2.51837, 2.48167, 2.56193, 2.52393, 2.50478, 2.52237, 2.50357, 2.49125, 2.48815, 2.52487, 2.49851, 2.52603, 2.46411, 2.51632, 2.51, 2.50983, 2.49843, 2.47682, 2.49204, 2.49185, 2.43751, 2.46614, 2.49802, 2.51005, 2.52554, 2.46451, 2.47286, 2.4948, 2.49286, 2.4852, 2.44109, 2.45856, 2.48003, 2.468, 2.44873, 2.49731, 2.50495, 2.45373, 2.53107, 2.46019, 2.46946, 2.4503)
(2.56031, 2.52561, 2.55912, 2.57988, 2.57396, 2.62001, 2.5543, 2.54467, 2.59515, 2.59189, 2.5714, 2.57332, 2.55168, 2.60662, 2.52106, 2.53582, 2.57388, 2.58199, 2.55117, 2.57433, 2.55833, 2.55682, 2.54703, 2.57186, 2.56505, 2.55886, 2.58202, 2.49285, 2.50717, 2.58001, 2.54621, 2.51954, 2.53087, 2.61111, 2.56367, 2.55464, 2.51158, 2.55963, 2.61557, 2.52243, 2.51752, 2.59041, 2.45863, 2.5805, 2.53658, 2.54823, 2.5566, 2.54224, 2.55057, 2.53168, 2.56483, 2.58981, 2.53869, 2.49526, 2.53974, 2.55346, 2.53043, 2.54859, 2.55389, 2.5165, 2.59671, 2.55809, 2.54007, 2.55718, 2.53849, 2.52613, 2.52291, 2.55941, 2.53217, 2.56039, 2.49899, 2.55043, 2.54445, 2.54468, 2.53343, 2.53828, 2.55265, 2.5519, 2.49841, 2.52682, 2.5574, 2.57017, 2.58597, 2.526, 2.53285, 2.55369, 2.55308, 2.54666, 2.50241, 2.51873, 2.54031, 2.52984, 2.50967, 2.55717, 2.56548, 2.51522, 2.59151, 2.52108, 2.53, 2.51186)
(2.47922, 2.44423, 2.47788, 2.49856, 2.49256, 2.53749, 2.47266, 2.46525, 2.51404, 2.51025, 2.49179, 2.49187, 2.47099, 2.52445, 2.44063, 2.4557, 2.49195, 2.50124, 2.47064, 2.49259, 2.47795, 2.47731, 2.466, 2.48995, 2.48446, 2.51515, 2.53759, 2.4509, 2.46515, 2.53635, 2.50312, 2.47568, 2.48826, 2.56682, 2.52074, 2.51016, 2.46969, 2.5164, 2.57037, 2.47743, 2.47315, 2.54613, 2.41653, 2.53606, 2.49345, 2.50503, 2.51345, 2.49936, 2.50689, 2.4893, 2.52257, 2.54685, 2.4949, 2.45123, 2.49703, 2.51152, 2.48601, 2.5054, 2.50907, 2.47268, 2.55297, 2.51525, 2.49559, 2.51339, 2.49455, 2.48225, 2.4792, 2.51602, 2.49006, 2.51726, 2.4551, 2.50767, 2.50119, 2.50085, 2.48937, 2.45577, 2.47137, 2.47143, 2.41671, 2.44545, 2.4779, 2.48961, 2.50496, 2.44345, 2.45247, 2.47491, 2.47237, 2.46415, 2.4201, 2.4381, 2.45952, 2.44677, 2.42792, 2.47699, 2.48432, 2.43267, 2.51048, 2.4394, 2.44883, 2.42921)
(2.83672, 2.80702, 2.83814, 2.86014, 2.85566, 2.92093, 2.84011, 2.79235, 2.87196, 2.87779, 2.82234, 2.85592, 2.82114, 2.90152, 2.78598, 2.79547, 2.8646, 2.85244, 2.81777, 2.86189, 2.82244, 2.80597, 2.82236, 2.86221, 2.83279, 2.19325, 2.22894, 2.09693, 2.11263, 2.21366, 2.16994, 2.15649, 2.14636, 2.25548, 2.18459, 2.20234, 2.11468, 2.18573, 2.27553, 2.17904, 2.16334, 2.23465, 2.06535, 2.22738, 2.16106, 2.17388, 2.18149, 2.16247, 2.18443, 2.14328, 2.17433, 2.21125, 2.17433, 2.13524, 2.15701, 2.15754, 2.17703, 2.17423, 2.20734, 2.1528, 2.23156, 2.17761, 2.18781, 2.19295, 2.17689, 2.16348, 2.1573, 2.18826, 2.13905, 2.1849, 2.1364, 2.16845, 2.17117, 2.18113, 2.17385, 2.839, 2.83222, 2.81758, 2.7852, 2.80806, 2.80637, 2.83747, 2.86096, 2.82753, 2.79696, 2.7904, 2.8228, 2.84738, 2.7997, 2.78718, 2.8115, 2.84022, 2.79738, 2.81793, 2.84301, 2.81672, 2.86678, 2.80746, 2.80781, 2.81502)
(2.77334, 2.74371, 2.7748, 2.79682, 2.79236, 2.8579, 2.77686, 2.72858, 2.80859, 2.81455, 2.75861, 2.79263, 2.75767, 2.8384, 2.72245, 2.73186, 2.80143, 2.78898, 2.75426, 2.79867, 2.7589, 2.74222, 2.75897, 2.79902, 2.76929, 2.12103, 2.1569, 2.02429, 2.04002, 2.14143, 2.09758, 2.0843, 2.07388, 2.1834, 2.11219, 2.1303, 2.04203, 2.1134, 2.20367, 2.10713, 2.09127, 2.16257, 1.99275, 2.15533, 2.08871, 2.10154, 2.10915, 2.09006, 2.1122, 2.07075, 2.10177, 2.13886, 2.10213, 2.0631, 2.08456, 2.0849, 2.10498, 2.10189, 2.13539, 2.08061, 2.15934, 2.10519, 2.11577, 2.12075, 2.10472, 2.0913, 2.08508, 2.11597, 2.06645, 2.11255, 2.06422, 2.09601, 2.09885, 2.10894, 2.10171, 2.77596, 2.76889, 2.75406, 2.72197, 2.74475, 2.74261, 2.77397, 2.79757, 2.76451, 2.73341, 2.72648, 2.75933, 2.78434, 2.73661, 2.7237, 2.74805, 2.77731, 2.73416, 2.75434, 2.77965, 2.7537, 2.80339, 2.74423, 2.74445, 2.75201)
(2.81338, 2.78396, 2.81495, 2.83702, 2.83262, 2.89898, 2.8173, 2.76739, 2.84864, 2.85499, 2.79756, 2.83293, 2.79741, 2.87923, 2.76199, 2.77118, 2.84208, 2.82876, 2.79387, 2.83918, 2.79841, 2.78109, 2.79896, 2.83966, 2.80896, 2.13355, 2.16995, 2.03551, 2.05129, 2.15391, 2.10963, 2.09693, 2.08559, 2.19634, 2.12413, 2.14339, 2.0532, 2.12556, 2.21728, 2.1206, 2.10428, 2.1755, 2.00408, 2.16838, 2.1008, 2.11368, 2.12125, 2.10197, 2.12469, 2.08229, 2.11322, 2.15082, 2.1147, 2.07585, 2.09634, 2.09612, 2.11802, 2.11403, 2.14872, 2.0932, 2.17188, 2.11707, 2.12886, 2.13332, 2.11741, 2.10394, 2.0976, 2.12825, 2.07779, 2.12464, 2.07687, 2.10782, 2.11104, 2.12154, 2.11448, 2.81704, 2.80906, 2.79363, 2.76245, 2.785, 2.78147, 2.81361, 2.83755, 2.80562, 2.77292, 2.76481, 2.79908, 2.82541, 2.77754, 2.76339, 2.78787, 2.8188, 2.77468, 2.7937, 2.81973, 2.79481, 2.84338, 2.78469, 2.78455, 2.7932)
